"Rank","Name","Symbol","marketcap","price (USD)","country"
"124","Coinbase","COIN","18875131904","72.07","United States"
"125","Société Générale","GLE.PA","17921161363","22.85","France"
"126","Northern Trust","NTRS","17648666624","84.68","United States"
"127","ORIX","IX","17606164480","73.43","Japan"
"128","Standard Chartered","STAN.L","17470781894","6.04","United Kingdom"
"129","Porsche SE","PAH3.DE","17403203508","56.83","Germany"
"130","Swedbank","SWED-A.ST","17136079625","15.26","Sweden"
"131","KeyCorp (KeyBank)","KEY","16886177792","18.1","United States"
"132","FactSet","FDS","16389373952","430.4","United States"
"133","Synchrony","SYF","16278046720","36.13","United States"
"134","Standard Bank Group","SBK.JO","15875211300","9.58","South Africa"
"135","Cathay Financial Holding","2882.TW","15693738308","1.19","Taiwan"
"136","B3","B3SA3.SA","15646865405","2.68","Brazil"
"137","Guotai Junan Securities","601211.SS","15314451287","1.85","China"
"138","Corebridge Financial","CRBG","14841450496","23.01","United States"
"139","Jack Henry &amp; Associates","JKHY","14702666752","201.73","United States"
"140","Bank of Nanjing","601009.SS","14661325191","1.42","China"
"141","Bank of Jiangsu","600919.SS","14423574253","0.98","China"
"142","Blue Owl Capital","OWL","14360886272","10.12","United States"
"143","Fleetcor","FLT","14188014592","189.14","United States"
"144","Bill.com","BILL","14046462976","133.98","United States"
"145","Bank Leumi","LUMI.TA","13964863726","9.49","Israel"
"146","Banque Saudi Fransi","1050.SR","13837854246","11.54","Saudi Arabia"
"147","Danske Bank","DANS.VI","13819235145","16.21","Denmark"
"148","NVR","NVR","13732370432","4275.36","United States"
"149","Bank Albilad","1140.SR","13437999412","13.44","Saudi Arabia"
"150","KB Financial Group","KB","13397212160","34.02","South Korea"
"151","Rocket Companies","RKT","13334782976","6.71","United States"
"152","Cboe","CBOE","13305477120","125.45","United States"
"153","Tradeweb","TW","12956412928","55.67","United States"
"154","MFHC","2886.TW","12942207398","0.93","Taiwan"
"155","Arab National Bank","1080.SR","12872538874","8.58","Saudi Arabia"
"156","Worldline","WLN.PA","12743736129","43.98","France"
"157","Bank Hapoalim","POLI.TA","12730631547","9.53","Israel"
"158","GoTo","GOTO.JK","12504292809","0.01","Indonesia"
"159","CTBC Financial Holding","2891.TW","12482890837","0.64","Taiwan"
"160","Capitec Bank","CPI.JO","12392580300","105.67","South Africa"
"161","Shinkin Central Bank","8421.T","12067697490","1798.94","Japan"
"162","Bank of Beijing","601169.SS","11781916118","0.56","China"
"163","Ryan Specialty Group","RYAN","11583485952","44.62","United States"
"164","TransUnion","TRU","11482992640","59.59","United States"
"165","Credicorp","BAP","11447980032","143.94","Bermuda"
"166","CNA Financial","CNA","11414799360","42.14","United States"
"167","Bank Negara Indonesia","BBNI.JK","11169848069","0.6","Indonesia"
"168","Bank of Shanghai","601229.SS","11091176359","0.78","China"
"169","Taiwan Cooperative Financial","5880.TW","10933200368","0.78","Taiwan"
"170","IndusInd Bank","INDUSINDBK.NS","10808884971","13.94","India"
"171","Hua Xia Bank","600015.SS","10536907034","0.66","China"
"172","Commerzbank","CBK.F","10420382794","8.27","Germany"
"173","CIMB Group","1023.KL","10282300746","1.18","Malaysia"
"174","E.SUN Bank","2884.TW","10281147081","0.72","Taiwan"
"175","Credit Suisse","CS","10260286464","3.93","Switzerland"
"176","Erste Group Bank","EBO.F","10166581017","25.07","Austria"
"177","First Financial Holding","2892.TW","10114168818","0.76","Taiwan"
"178","East West Bancorp","EWBC","10095365120","71.64","United States"
"179","Julius Bär","BAER.SW","10054059695","48.05","Switzerland"
"180","Morningstar","MORN","9952656384","234.27","United States"
"181","XP Inc.","XP","9780809728","17.49","Brazil"
"182","Mizrahi-Tefahot","MZTF.TA","9720460720","37.81","Israel"
"183","Robinhood","HOOD","9610262528","11.5","United States"
"184","Talanx","TLX.DE","9605390441","37.95","Germany"
"185","BDO Unibank","BDOUY","9601205248","20.88","Philippines"
"186","Computershare","CPU.AX","9501994951","15.74","Australia"
"187","Black Knight","BKI","9404530688","60.27","United States"
"188","(HLBank) Hong Leong Bank","5819.KL","9345581993","4.48","Malaysia"
"189","SBI Card","SBICARD.NS","9309122598","9.85","India"
"190","Bank of Baroda","BANKBARODA.NS","9243759467","1.79","India"
"191","Suncorp","SUN.AX","9209818040","7.29","Australia"
"192","MarketAxess","MKTX","9205614592","244.57","United States"
"193","Lincoln National Corporation","LNC","9197310976","54.03","United States"
"194","Banco de Chile","BCH","9152140288","18.12","Chile"
"195","Hua Nan Financial Holdings","2880.TW","8947216797","0.66","Taiwan"
"196","Resona Holdings","8308.T","8918146292","3.74","Japan"
"197","Kasikornbank","KBANK.BK","8899038497","3.76","Thailand"
"198","Ally","ALLY","8496477696","28.29","United States"
"199","Hana Financial Group","086790.KS","8480438338","29.09","South Korea"
"200","ASX","ASX.AX","8281668958","41.85","Australia"
"201","Jefferies Financial Group","JEF","7861227008","34.33","United States"
"202","China Zheshang Bank","2016.HK","7833787472","0.34","China"
"203","Mediobanca","MB.MI","7705300474","9.1","Italy"
"204","Banco Santander México","BSMX","7679931904","5.65","Mexico"
"205","Banque Cantonale Vaudoise","BCVN.SW","7651524369","89.11","Switzerland"
"206","Yuanta Financial Holding","2885.TW","7634089502","0.61","Taiwan"
"207","Chailease Holding","5871.TW","7372808678","4.66","Taiwan"
"208","BOK Financial","BOKF","7321986560","108.87","United States"
"209","SEI Investments","SEIC","7278468608","53.72","United States"
"210","Bangkok Bank","BBL.BK","7244938488","3.8","Thailand"
"211","WEX","WEX","7191985152","162.81","United States"
"212","Cholamandalam Investment and Finance","CHOLAFIN.NS","7156702404","8.71","India"
"213","Admiral Group","ADM.L","6967599633","23.21","United Kingdom"
"214","Japan Exchange Group","8697.T","6947638517","13.17","Japan"
"215","Euronext","ENX.PA","6936221774","65.08","Netherlands"
"216","St. James's Place","STJ.L","6738076527","12.38","United Kingdom"
"217","Banco Santander-Chile","BSAC","6736944640","14.3","Chile"
"218","Voya Financial","VOYA","6708410368","68.51","United States"
"219","dLocal","DLO","6502790144","21.97","Uruguay"
"220","PKO Bank Polski","P9O.F","6465223616","5.16","Poland"
"221","IGM Financial","IGM.TO","6462020347","27.19","Canada"
"222","UnipolSai","US.MI","6415988136","2.27","Italy"
"223","Singapore Exchange","S68.SI","6410207333","5.97","Singapore"
"224","Canara Bank","CANBK.NS","6349908396","3.5","India"
"225","Shanghai Commercial and Savings Bank","5876.TW","6343834571","1.42","Taiwan"
"226","Siam Commercial Bank","NVPI.F","6289130673","1.85","Thailand"
"227","Glacier Bancorp","GBCI","6263873536","56.55","United States"
"228","Bancolombia","CIB","6112416768","25.42","Colombia"
"229","OTP Bank","OTP.F","6107620650","21.49","Hungary"
"230","China Development Financial","2883.TW","6016950367","0.36","Taiwan"
"231","Nedbank","NED.JO","5985672700","12.28","South Africa"
"232","iA Financial","IAG.TO","5966268933","56.46","Canada"
"233","Affirm","AFRM","5894750720","20.32","United States"
"234","Investec","INVR.L","5890128452","6.68","United Kingdom"
"235","IDBI Bank","IDBI.NS","5809741855","0.54","India"
"236","Punjab National Bank","PNB.NS","5768775680","0.52","India"
"237","Daiwa Securities Group","8601.T","5692512517","3.87","Japan"
"238","Sinopac Financial Holdings","2890.TW","5674698474","0.5","Taiwan"
"239","Dun &amp; Bradstreet","DNB","5609021440","12.93","United States"
"240","GMO Payment Gateway","3769.T","5602536327","73.87","Japan"
"241","Banca Mediolanum","BMED.MI","5588317736","7.58","Italy"
"242","Commercial International Bank","CIN1.F","5525632531","2.06","Egypt"
"243","Industrial Bank of Korea (IBK)","024110.KS","5497285232","7.39","South Korea"
"244","Chang Hwa Commercial Bank","2801.TW","5429264143","0.51","Taiwan"
"245","Komerční banka","KONN.F","5416702826","28.6","Czech Republic"
"246","TMX Group","X.TO","5414521941","97.35","Canada"
"247","Bankinter","BKT.MC","5410754156","6.02","Spain"
"248","Western Union","WU","5365837824","13.91","United States"
"249","Mapfre","MAP.MC","5315707076","1.73","Spain"
"250","KakaoBank","323410.KS","5310113120","11.15","South Korea"
"251","GarantiBank","GARAN.IS","5293708886","1.26","Turkey"
"252","Bandhan Bank","BANDHANBNK.NS","5200526151","3.23","India"
"253","Bank AlJazira","1020.SR","5118999434","6.24","Saudi Arabia"
"254","Muthoot Finance","MUTHOOTFIN.NS","5112006823","12.73","India"
"255","Santander Polska","BZI.F","5102320845","49.93","Poland"
"256","UWM Holdings","UWMC","5072337408","3.16","United States"
"257","Paytm","PAYTM.NS","5070994443","7.81","India"
"258","Türkiye Is Bankasi","ISCTR.IS","5055566749","0.49","Turkey"
"259","Cadence Bancorp","CADE","5035675136","27.6","United States"
"260","Taishin Financial Holdings","2887.TW","5017653980","0.42","Taiwan"
"261","Chongqing Rural Commercial Bank","3618.HK","4977269604","0.31","China"
"262","Futu Holdings","FUTU","4975678976","33.85","Hong Kong"
"263","Saudi Investment Bank","1030.SR","4843001733","4.84","Saudi Arabia"
"264","First Interstate BancSystem","FIBK","4811172864","45.04","United States"
"265","Yes Bank","YESBANK.NS","4766586149","0.19","India"
"266","Banco de Crédito e Inversiones","BCI.SN","4710521597","27.9","Chile"
"267","AU Small Finance Bank","AUBANK.NS","4647113954","6.98","India"
"268","Owl Rock Capital","ORCC","4607729152","11.7","United States"
"269","Banco BPM","BAMI.MI","4601801810","3.05","Italy"
"270","Raiffeisen Bank International","RAW.F","4468511381","13.43","Austria"
"271","Union Bank of India","UNIONBANK.NS","4457301251","0.65","India"
"272","First International Bank of Israel","FIBI.TA","4392687405","43.78","Israel"
"273","SoFi","SOFI","4357983232","5.45","United States"
"274","Discovery Limited","DSY.JO","4324902600","6.58","South Africa"
"275","BAWAG Group","0B2.F","4318026039","48.53","Austria"
"276","Indian Overseas Bank","IOB.NS","4296731437","0.23","India"
"277","Bank Jago","ARTO.JK","4295528946","0.31","Indonesia"
"278","Marqeta","MQ","4281170176","7.8","United States"
"279","Bank Pekao (Bank Polska Kasa Opieki)","PEO.WA","4271322668","16.27","Poland"
"280","Nuvei","NVEI","4261486336","30.33","Canada"
"281","Essent Group","ESNT","4232492032","39.3","Bermuda"
"282","Banco Sabadell","BDSB.F","4225627235","0.76","Spain"
"283","IDFC FIRST Bank","IDFCFIRSTB.NS","4220508573","0.68","India"
"284","Hargreaves Lansdown","HL.L","4219438012","8.79","United Kingdom"
"285","Enact Holdings","ACT","4193207552","25.75","United States"
"286","Shriram Transport Finance","SRTRANSFIN.NS","4191668781","15.49","India"
"287","Virtu Financial","VIRT","4113937427","22.58","United States"
"288","Brighthouse Financial","BHF","4105082624","57.16","United States"
"289","Bank Mega","MEGA.JK","4096628889","0.35","Indonesia"
"290","ServisFirst Bancshares","SFBS","4072670464","74.97","United States"
"291","Chiba Bank","CHBAY","4055933440","27.3","Japan"
"292","Yapı Kredi","YKBNK.IS","4036843837","0.48","Turkey"
"293","Independent Bank","INDB","3960359936","86.85","United States"
"294","Metropolitan Bank (Metrobank)","MTPOF","3921453568","0.84","Philippines"
"295","IG Group","IGG.L","3893486346","9.23","United Kingdom"
"296","Shin Kong Financial Holding","2888.TW","3884324968","0.25","Taiwan"
"297","COSCO SHIPPING Development","601866.SS","3824123826","0.34","China"
"298","Indian Bank","INDIANB.NS","3707801653","2.97","India"
"299","Power Finance Corp","PFC.NS","3652069046","1.38","India"
"300","Oberbank","OBS.VI","3604722886","102.15","Austria"
"301","Storebrand","STB.OL","3592231177","7.73","Norway"
"302","PBBank (Public Bank Bhd)","1295.KL","3583331797","0.93","Malaysia"
"303","Lazard","LAZ","3575678464","38.55","Bermuda"
"304","Luzerner Kantonalbank","LUKN.SW","3501501173","412.65","Switzerland"
"305","Jyske Bank","JYSK.CO","3481245781","53.61","Denmark"
"306","Eastern Bankshares","EBC","3452739840","19.36","United States"
"307","TMBThanachart Bank (ttb)","TTB.BK","3443535576","0.04","Thailand"
"308","Aditya Birla Capital","ABCAPITAL.NS","3415205866","1.41","India"
"309","Acom","8572.T","3379337968","2.16","Japan"
"310","Federal Bank","FEDERALBNK.NS","3364534682","1.59","India"
"311","Lufax","LU","3360140544","1.47","China"
"312","StepStone Group","STEP","3354222336","29.98","United States"
"313","Freedom Holding","FRHC","3326622720","55.87","Kazakhstan"
"314","Banco del Bajío","BBAJIOO.MX","3317686735","2.79","Mexico"
"315","VakıfBank","VAKBN.IS","3279875356","0.46","Turkey"
"316","Bendigo and Adelaide Bank","BEN.AX","3254259456","5.76","Australia"
"317","Jackson Financial","JXN","3228253440","38.04","United States"
"318","Vontobel","VONN.SW","3185189012","57.13","Switzerland"
"319","StoneCo","STNE","3176060416","10.17","Brazil"
"320","Kakao Pay","377300.KS","3167343543","23.88","South Korea"
"321","BancFirst","BANF","3144686080","95.71","United States"
"322","Fannie Mae","FNMAL","3134937088","4.19","United States"
"323","Texas Capital Bancshares","TCBI","3003432704","60.19","United States"
"324","Taiwan Business Bank","2834.TW","2989525138","0.37","Taiwan"
"325","Max Financial Services","MFSL.NS","2949108684","8.53","India"
"326","EVO Payments","EVOP","2945617152","33.48","United States"
"327","Walker &amp; Dunlop","WD","2935402752","88.87","United States"
"328","Bank of India","BANKINDIA.NS","2928057197","0.71","India"
"329","Moelis &amp; Company","MC","2910240000","42.3","United States"
"330","WSFS Financial","WSFS","2869477632","46.32","United States"
"331","LIC Housing Finance","LICHSGFIN.NS","2816309776","5.12","India"
"332","St. Galler Kantonalbank","SGKN.SW","2812669944","470.38","Switzerland"
"333","Intercorp Financial Services","IFS","2723864832","23.6","Peru"
"334","Old Mutual","OMU.JO","2712116500","0.58","South Africa"
"335","VZ Holding","VZN.SW","2669460048","67.87","Switzerland"
"336","Payoneer","PAYO","2667580416","7.7","United States"
"337","Bank of East Asia","0023.HK","2656333050","0.99","Hong Kong"
"338","CRISIL","CRISIL.NS","2643980629","36.12","India"
"339","Columbia Bank","COLB","2639393536","33.56","United States"
"340","First Merchants Corporation","FRME","2631970304","44.5","United States"
"341","Permata Bank","BNLI.JK","2624794796","0.07","Indonesia"
"342","Independent Bank Group","IBTX","2612251136","63.41","United States"
"343","Atlantic Union Bankshares","AUB","2584751360","34.6","United States"
"344","CBIZ","CBZ","2571128064","50.02","United States"
"345","EFG International","EFGN.SW","2543331984","8.22","Switzerland"
"346","Banner Bank","BANR","2524038656","73.82","United States"
"347","First Financial Bank","FFBC","2451458816","25.85","United States"
"348","Rand Merchant Investment","RMI.JO","2414494900","1.58","South Africa"
"349","WesBanco","WSBC","2398273792","40.44","United States"
"350","Flywire","FLYW","2381873920","22","United States"
"351","Park National Corp","PRK","2372404736","145.96","United States"
"352","TowneBank","TOWN","2356970496","32.4","United States"
"353","Axos Financial","AX","2350855424","39.2","United States"
"354","Unicaja Banco","UNI.MC","2348310401","0.89","Spain"
"355","Stock Yards Bancorp","SYBT","2293742592","78.44","United States"
"356","mBank","MBK.WA","2285811210","53.89","Poland"
"357","Trustmark","TRMK","2221600000","36.3","United States"
"358","Halkbank","HALKB.IS","2206263054","0.44","Turkey"
"359","Renasant Corp","RNST","2200075776","39.32","United States"
"360","Bank Danamon","BDMN.JK","2168687031","0.22","Indonesia"
"361","Virgin Money UK","VMUK.L","2164762887","1.55","United Kingdom"
"362","Cembra Money Bank","CMBN.SW","2159638361","71.99","Switzerland"
"363","Alm. Brand","ALMB.CO","2155054059","1.4","Denmark"
"364","PB Fintech","POLICYBZR.NS","2149842282","4.78","India"
"365","Ninety One Group","N91.L","2108160580","2.33","South Africa"
"366","Lakeland Financial Corp","LKFN","2096960256","82.72","United States"
"367","Heartland Financial USA","HTLF","2088249728","49.2","United States"
"368","Patria Investments","PAX","2053342208","13.95","Cayman Islands"
"369","Berner Kantonalbank","BEKN.SW","2031752739","219.88","Switzerland"
"370","NBT Bancorp","NBTB","1995007616","46.57","United States"
"371","Enterprise Financial Services Corp","EFSC","1983241344","53.28","United States"
"372","CI Financial","CIXX","1958433664","10.36","Canada"
"373","IIFL Wealth Management","IIFLWAM.NS","1950115452","21.93","India"
"374","FB Financial","FBK","1949791872","41.55","United States"
"375","StoneX Group","SNEX","1945113600","96","United States"
"376","Upstart","UPST","1926320640","23.68","United States"
"377","Plus500","P55.F","1923047558","19.93","Israel"
"378","Remitly","RELY","1917336320","11.41","United States"
"379","Seacoast Banking","SBCF","1905449088","31","United States"
"380","TriCo Bancshares","TCBK","1903601920","57.11","United States"
"381","Itaú CorpBanca","ITCB","1901605120","2.93","Chile"
"382","IIFL Finance","IIFL.NS","1896220086","4.99","India"
"383","Northwest Bank","NWBI","1896214656","14.94","United States"
"384","Aavas Financiers","AAVAS.NS","1887138842","23.88","India"
"385","Silvergate Capital","SI","1862715520","58.84","United States"
"386","Bread Financial","BFH","1844789248","37.01","United States"
"387","Hercules Capital","HTGC","1827152000","14.36","United States"
"388","Q2","QTWO","1816242688","31.69","United States"
"389","Netwealth","NWL.AX","1805049236","7.4","Australia"
"390","Ready Capital","RC","1786153216","12.2","United States"
"391","Burford Capital","BUR","1767733376","8.07","Guernsey"
"392","Piper Sandler","PIPR","1725688832","125.88","United States"
"393","Close Brothers Group","CBG.L","1722292758","11.45","United Kingdom"
"394","Bank of N. T. Butterfield & Son","NTB","1704780160","34.35","Bermuda"
"395","Veritex Holdings","VBTX","1701701760","31.52","United States"
"396","Bank of Maharashtra","MAHABANK.NS","1697637822","0.25","India"
"397","City Union Bank","CUB.NS","1687903735","2.28","India"
"398","Provident Financial Services","PFS","1686207104","22.4","United States"
"399","Galaxy Digital Holdings","7LX.F","1675380825","4.99","United States"
"400","Stellar Bancorp","STEL","1667390464","31.56","United States"
"401","Transaction Capital","TCP.JO","1647708900","2.28","South Africa"
"402","Canadian Western Bank","CWB.TO","1633639800","17.57","Canada"
"403","Getnet","GET","1633381760","1.75","Brazil"
"404","The Bancorp","TBBK","1604513664","28.37","United States"
"405","Hope Bancorp","HOPE","1597434240","13.37","United States"
"406","Quilter","QLT.L","1593799895","1.13","United Kingdom"
"407","First Bancorp","FBNC","1585921024","44.41","United States"
"408","360 DigiTech","QFIN","1577431552","10.16","China"
"409","National Bank Holdings","NBHC","1575677312","41.94","United States"
"410","Sandy Spring Bank","SASR","1567014912","35.1","United States"
"411","AJ Bell","AJB.L","1553777092","3.78","United Kingdom"
"412","CDSL","CDSL.NS","1552269503","14.85","India"
"413","billtrust (BTRS)","BTRS","1549618304","9.42","United States"
"414","First National of Nebraska","FINN","1533217664","13795","United States"
"415","First National Financial","FN.TO","1521666145","25.37","Canada"
"416","MONETA Money Bank","MM0.F","1517645382","2.93","Czech Republic"
"417","City Holding Company","CHCO","1511864576","101.77","United States"
"418","Santam","SNT.JO","1493132900","14.19","South Africa"
"419","BGC Partners","BGCP","1486442496","3.98","United States"
"420","IDFC","IDFC.NS","1482150758","0.93","India"
"421","Sixth Street Specialty Lending","TSLX","1472470912","18.18","United States"
"422","S&amp;T Bancorp","STBA","1459468800","37.41","United States"
"423","Eagle Bancorp","EGBN","1454932224","45.35","United States"
"424","Live Oak Bank","LOB","1451653376","32.9","United States"
"425","1st Source","SRCE","1447377664","58.7","United States"
"426","MeridianLink","MLNK","1421090816","17.59","United States"
"427","First Busey","BUSE","1419472768","25.7","United States"
"428","Alkami Technology","ALKT","1418342400","15.58","United States"
"429","Intapp","INTA","1410617600","22.4","United States"
"430","Dime Community Bancshares","DCOM","1370207744","35.5","United States"
"431","Punjab &amp; Sind Bank","PSB.NS","1355294450","0.2","India"
"432","Momentum Metropolitan","MTM.JO","1354373600","0.94","South Africa"
"433","First Commonwealth Financial Corp","FCF","1341853312","14.37","United States"
"434","OFG Bancorp","OFG","1331763968","28","United States"
"435","OceanFirst Financial","OCFC","1325885184","22.42","United States"
"436","Berkshire Hills Bancorp","BHLB","1318320768","29.27","United States"
"437","Paymentus","PAY","1310861184","10.69","United States"
"438","goeasy","GSY.TO","1306340582","82.47","Canada"
"439","Bank Islam Malaysia","BIMB.KL","1291322902","0.72","Malaysia"
"440","PRA Group","PRAA","1282310400","32.9","United States"
"441","Virtus Investment Partners","VRTS","1274639488","175.2","United States"
"442","SpareBank 1","SPOL.OL","1271369715","10.98","Norway"
"443","P10","PX","1266899584","10.81","United States"
"444","Triumph Bancorp","TBK","1255736832","51.3","United States"
"445","Origin Bancorp","OBNK","1240265728","40.45","United States"
"446","Federal Agricultural Mortgage","AGM","1228373248","114.46","United States"
