"Rank","Name","Symbol","marketcap","price (USD)","country"
"40","Imperial Oil","IMO","34418704384","54.06","Canada"
"41","MPLX","MPLX","33730506752","33.52","United States"
"42","Neste","NESTE.HE","33351980036","43.42","Finland"
"43","Cheniere Energy","CQP","28819146752","59.54","United States"
"44","PTT PCL","PTT-R.BK","27489616588","0.95","Thailand"
"45","Baker Hughes","BKR","27470723072","27.24","United States"
"46","Diamondback Energy","FANG","27346888704","153.82","United States"
"47","Oneok","OKE","26686599168","59.72","United States"
"48","Formosa Petrochemical","6505.TW","24277144243","2.55","Taiwan"
"49","Coterra Energy","CTRA","23947409408","30.1","United States"
"50","Aker BP","AKRBP.OL","20534754498","32.53","Norway"
"51","Oil &amp; Natural Gas","ONGC.NS","20445701115","1.63","India"
"52","Marathon Oil","MRO","20435902464","30.16","United States"
"53","Ecopetrol","EC","20327462912","9.87","Colombia"
"54","Repsol","REP.MC","19213856759","13.73","Spain"
"55","PTT Exploration and Production","PTTEP.BK","18887275324","4.76","Thailand"
"56","Tourmaline Oil","TOU.TO","18553647045","55.1","Canada"
"57","Pembina Pipeline","PBA","18081085440","32.58","Canada"
"58","ČEZ Group","CEZ.F","17814636380","33.19","Czech Republic"
"59","Santos","STO.AX","16645600739","4.98","Australia"
"60","Targa Resources","TRGP","15215568896","67.16","United States"
"61","OMV","OMV.F","15103951015","45.69","Austria"
"62","Tatneft","TATN.ME","15056879353","5.89","Russia"
"63","Hong Kong and China Gas","0003.HK","14644350925","0.78","Hong Kong"
"64","Inpex","1605.T","13699227390","10.15","Japan"
"65","Surgutneftegas","SNGS.ME","13651456097","0.3","Russia"
"66","Chandra Asri Petrochemical","TPIA.JK","13409616116","0.16","Indonesia"
"67","HF Sinclair","DINO","12906389504","61.5","United States"
"68","Ovintiv","OVV","12750450688","50.14","United States"
"69","Chesapeake Energy","CHK","11826283520","97.86","United States"
"70","Indian Oil","IOC.NS","11749642767","0.83","India"
"71","Magellan Midstream Partners","MMP","11036327936","53.14","United States"
"72","Sasol","SSL","10976160768","17.44","South Africa"
"73","Antero Resources","AR","10564787200","35.2","United States"
"74","ENEOS Holdings","5020.T","10225768664","3.32","Japan"
"75","SK Innovation","096775.KS","10112073588","72.1","South Korea"
"76","China Oilfield Services","2883.HK","9153300009","1.16","China"
"77","ARC Resources","ARX.TO","8997234790","13.74","Canada"
"78","NOV","NOV","8476666880","21.58","United States"
"79","Ampol","ALD.AX","8343679015","17.39","Australia"
"80","Galp Energia","GZ5.F","8339236484","10.02","Portugal"
"81","Plains All American Pipeline","PAA","8296196096","11.88","United States"
"82","Matador Resources","MTDR","7788843520","65.92","United States"
"83","Tōkyō Gas","9531.T","7694179010","17.75","Japan"
"84","PKN Orlen","PKY1.F","7398255085","11.81","Poland"
"85","UGI Corporation","UGI","7374398976","35.22","United States"
"86","GAIL","GAIL.NS","7205554472","1.09","India"
"87","Magnolia Oil &amp; Gas","MGY","7201854976","24.91","United States"
"88","PetGas (Petronas Gas)","6033.KL","7160326942","3.62","Malaysia"
"89","S-OIL","010950.KS","7143775382","62.04","South Korea"
"90","Range Resources","RRC","7132097024","27.13","United States"
"91","Hess Midstream","HESM","6871702528","28.65","United States"
"92","Idemitsu Kosan","5019.T","6554299371","22.05","Japan"
"93","Edison","EDNR.MI","6395869914","1.36","Italy"
"94","Chord Energy","CHRD","6262486528","151.07","United States"
"95","Shell Midstream Partners","SHLX","6221847552","15.82","United States"
"96","PGNiG","7GG.F","6204111270","1.04","Poland"
"97","Petro Rabigh","2380.SR","5967222395","3.57","Saudi Arabia"
"98","Civitas Resources","CIVI","5944587264","69.91","United States"
"99","YPF 
 (Yacimientos Petrolíferos Fiscales)","YPF","5888759296","7.64","Argentina"
"100","DT Midstream","DTM","5696688640","58.89","United States"
"101","PBF Energy","PBF","5608965632","45.78","United States"
"102","SM Energy","SM","5509170176","44.79","United States"
"103","Petro Rio","PRIO3.SA","5445005484","6.42","Brazil"
"104","China Gas","0384.HK","5205304154","0.96","China"
"105","Helmerich &amp; Payne","HP","5188690944","49.28","United States"
"106","AltaGas","ALA.TO","5186938994","18.46","Canada"
"107","Centrica","CNA.L","5020238115","0.85","United Kingdom"
"108","Antero Midstream","AM","5019307520","10.49","United States"
"109","Barito Pacific","OB8.F","5010415467","0.04","Indonesia"
"110","Valaris","VAL","4885099008","64.98","United Kingdom"
"111","MOL Group","MOL.BD","4802445902","6.01","Hungary"
"112","Keyera","KEY.TO","4706730491","21.3","Canada"
"113","Whitecap Resources","WCP.TO","4693043411","7.59","Canada"
"114","Denbury","DEN","4636098048","93.24","United States"
"115","Noble Corporation","NE","4632847360","35.51","United Kingdom"
"116","TechnipFMC","FTI","4603518464","10.18","United Kingdom"
"117","MEG Energy","MEG.TO","4452002964","14.62","Canada"
"118","Crescent Point Energy","CPG","4324395520","7.62","Canada"
"119","Gujarat Gas","GUJGASLTD.NS","4306517305","6.26","India"
"120","Italgas","IG.MI","4267640167","5.27","Italy"
"121","Comstock Resources","CRK","4164326912","17.86","United States"
"122","Enerplus","ERF","3938561536","16.93","Canada"
"123","Petronet LNG","PETRONET.NS","3814595795","2.54","India"
"124","Harbour Energy","HBR.L","3749422750","4.34","United Kingdom"
"125","Black Stone Minerals","BSM","3744107520","17.88","United States"
"126","PrairieSky Royalty","PSK.TO","3735418994","15.64","Canada"
"127","Vermilion Energy","VET","3691640064","22.51","Canada"
"128","Hindustan Petroleum","HINDPETRO.NS","3653887764","2.58","India"
"129","Fuchs Petrolub","FPE.F","3636616496","24.02","Germany"
"130","Indraprastha Gas","IGL.NS","3595050670","5.14","India"
"131","ATCO","ACO-X.TO","3539273014","30.97","Canada"
"132","California Resources Corporation","CRC","3288637440","43.63","United States"
"133","Parkland Corp","PKI.TO","3255368562","20.89","Canada"
"134","Crestwood Equity Partners","CEQP","3206629120","30.64","United States"
"135","Atlantica","AY","3204879872","27.81","United Kingdom"
"136","Thai Oil","TOP.BK","3118450709","1.4","Thailand"
"137","NorthWestern Corporation","NWE","3087116032","53.43","United States"
"138","Romgaz","RZ8G.F","3020105019","7.67","Romania"
"139","Plains GP","PAGP","2994325248","12.42","United States"
"140","Paramount Resources","POU.TO","2940455819","20.82","Canada"
"141","Baytex Energy","BTE.TO","2939865122","5.25","Canada"
"142","Golar LNG","GLNG","2936472064","27.24","Bermuda"
"143","Liberty Energy","LBRT","2912722432","15.99","United States"
"144","Weatherford International","WFRD","2909074432","41.2","United States"
"145","Excelerate Energy","EE","2890969344","26.7","United States"
"146","Kosmos Energy","KOS","2830772480","6.21","United States"
"147","Frontline","FRO","2776109056","12.47","Bermuda"
"148","Scorpio Tankers","STNG","2766951936","46.86","Monaco"
"149","Viva Energy","VEA.AX","2733138717","1.76","Australia"
"150","Callon Petroleum","CPE","2720780800","44.09","United States"
"151","Transocean","RIG","2710333696","3.62","Switzerland"
"152","ACEA","ACE.MI","2709277289","12.75","Italy"
"153","Northern Oil and Gas","NOG","2657054464","33.67","United States"
"154","Oil India","OIL.NS","2565168900","2.37","India"
"155","HighPeak Energy","HPK","2533652224","22.39","United States"
"156","Gibson Energy","GEI.TO","2483094431","16.96","Canada"
"157","Vector Limited","VCT.NZ","2384830154","2.38","New Zealand"
"158","Delek Logistics Partners","DKL","2369475840","54.49","United States"
"159","NexTier Oilfield","NEX","2364453888","9.63","United States"
"160","Beach Energy","BPT.AX","2333710416","1.02","Australia"
"161","Sitio Royalties","STR","2320713472","27.68","United States"
"162","Chesapeake Utilities","CPK","2238345728","126.19","United States"
"163","TORM","TRMD","2204442112","26.32","United Kingdom"
"164","NuVista Energy","NVA.TO","2178128692","9.53","Canada"
"165","RPC","RES","2144953728","9.9","United States"
"166","Earthstone Energy","ESTE","2144226048","15.35","United States"
"167","Korea Gas","036460.KS","2128106817","24.8","South Korea"
"168","Tamarack Valley Energy","TVE.TO","2114314237","3.79","Canada"
"169","Delek US","DK","2087721600","29.39","United States"
"170","Expro Group","XPRO","2050138624","18.86","United States"
"171","Toho Gas","9533.T","1978397034","18.82","Japan"
"172","Iren","IRE.MI","1948788009","1.52","Italy"
"173","Birchcliff Energy","BIR.TO","1920111591","7.22","Canada"
"174","Freehold Royalties","FRU.TO","1876909803","12.46","Canada"
"175","Brigham Minerals","MNRL","1838770304","30.42","United States"
"176","Talos Energy","TALO","1706721920","20.67","United States"
"177","Genesis Energy","GNE.NZ","1706692825","1.61","New Zealand"
"178","Parex Resources","PXT.TO","1675976148","15.33","Canada"
"179","Ranger Oil","ROCC","1671164032","39.98","United States"
"180","3R Petroleum","RRRP3.SA","1666756596","8.23","Brazil"
"181","Seadrill","SDRL.OL","1620472169","31.85","Bermuda"
"182","Secure Energy Services","SES.TO","1605833955","5.18","Canada"
"183","Nabors Industries","NBR","1599242624","169.8","Bermuda"
"184","OPAL Fuels","OPAL","1571913984","9.27","United States"
"185","Kinetik","KNTK","1556866432","36.29","United States"
"186","Superior Plus","SPB.TO","1525739865","7.56","Canada"
"187","Peyto Exploration &amp; Development","PEY.TO","1502981476","8.82","Canada"
"188","Calumet Specialty Products Partners","CLMT","1497519872","18.92","United States"
"189","Clean Energy Fuels","CLNE","1464443008","6.59","United States"
"190","Tellurian","TELL","1462979584","2.59","United States"
"191","DHT Holdings","DHT","1454395392","8.86","Bermuda"
"192","Genesis Energy  L.P.","GEL","1424368000","11.62","United States"
"193","Kimbell Royalty Partners","KRP","1382906240","18.75","United States"
"194","Advantage Energy","AAV.TO","1381211455","7.35","Canada"
"195","NOW Inc.","DNOW","1363467264","12.3","United States"
"196","PBF Logistics","PBFX","1363377152","21.73","United States"
"197","Formosa Taffeta","1434.TW","1339287357","0.8","Taiwan"
"198","International Petroleum","IPCO.TO","1307713261","9.48","Canada"
"199","GasLog","GLOG-PA","1299561984","23.75","Greece"
"200","Diversified Energy","DEC.L","1238592127","1.45","United States"
"201","Headwater Exploration","HWX.TO","1206662041","5.25","Canada"
"202","ProPetro","PUMP","1196825728","11.47","United States"
"203","Africa Oil","AOI.TO","1132120764","2.41","Canada"
"204","Vista Oil &amp; Gas","VIST","1131706880","12.74","Mexico"
"205","Laredo Petroleum","LPI","1082683136","63.3","United States"
"206","Suburban Propane Partners","SPH","1061959168","16.86","United States"
"207","Cardinal Energy","CJ.TO","1055760823","6.75","Canada"
"208","W&amp;T Offshore","WTI","1050750400","7.34","United States"
"209","Borr Drilling","BORR","1049277248","4.52","Bermuda"
"210","Teekay Tankers","TNK","1043143680","30.79","Canada"
"211","Dorchester Minerals","DMLP","1039141312","27.67","United States"
"212","Mahanagar Gas","MGL.NS","1027749775","10.4","India"
"213","Global Partners LP","GLP","1017148352","29.92","United States"
"214","NextDecade Corp","NEXT","998763584","6.92","United States"
"215","Helix Energy Solutions","HLX","986836480","6.5","United States"
"216","Brooge Energy","BROG","911783104","8.32","United Arab Emirates"
"217","ProFrac","PFHC","886659968","21.5","United States"
"218","Geopark","GPRK","877687040","14.73","Chile"
"219","Unitil Corporation","UTL","855173248","53.33","United States"
"220","Dril-Quip","DRQ","800224384","23.28","United States"
"221","SilverBow Resources","SBOW","753290496","33.77","United States"
"222","CrossAmerica Partners","CAPL","736581184","19.42","United States"
"223","Obsidian Energy","OBE","723754816","8.81","Canada"
"224","Dorian LPG","LPG","705200064","17.57","United States"
"225","Berry Corporation","BRY","700179968","8.89","United States"
"226","National Energy Services Reunited","NESR","696172352","7.62","United States"
"227","SandRidge Energy","SD","671272704","18.27","United States"
"228","Vertex Energy","VTNR","635870016","8.41","United States"
"229","Enerflex","EFXT","634825984","5.14","Canada"
"230","Nordic American Tankers","NAT","626387968","3","Bermuda"
"231","Orrön Energy","ORRON.ST","598762970","2.09","Sweden"
"232","Riley Permian","REPX","571164736","28.75","United States"
"233","ReconAfrica","0XD.F","553856727","2.75","Canada"
"234","Vaalco Energy","EGY","540208320","4.95","United States"
"235","Sprague Resources LP","SRLP","524239232","19.98","United States"
"236","Tsakos Energy Navigation","TNP","489862752","17.11","Greece"
"237","Gran Tierra Energy","GTE","465493568","1.3","Canada"
"238","GasLog Partners","GLOP","420221920","7.78","Greece"
"239","Ring Energy","REI","407919680","3.1","United States"
"240","Teekay","TK","393225920","3.86","Canada"
"241","Chennai Petroleum","CHENNPETRO.NS","391437591","2.63","India"
"242","Oil States International","OIS","371252608","5.81","United States"
"243","Amplify Energy","AMPY","369031680","9.6","United States"
"244","Newpark Resources","NR","331818912","3.53","United States"
"245","Green Plains Partners","GPP","308020096","13.25","United States"
"246","Overseas Shipholding Group","OSG","252145600","2.86","United States"
"247","Genie Energy","GNE","249295664","9.63","United States"
"248","TransGlobe Energy","TGA","248821504","3.72","Canada"
"249","Ranger Energy Services","RNGR","248418176","10.01","United States"
"250","Confidence Petroleum","CONFIPET.NS","248233854","0.87","India"
"251","Hindustan Oil Exploration Company","HINDOILEXP.NS","222960923","1.69","India"
"252","Battalion Oil","BATL","215823664","13.21","United States"
"253","RGC Resources","RGCO","209555088","21.37","United States"
"254","Summit Midstream","SMLP","202815696","19.95","United States"
"255","Alpine Summit Energy Partners","ALPS","194956480","5.22","United States"
"256","Blueknight Energy Partners","BKEP","194010896","4.63","United States"
"257","I.g. Petrochemicals","IGPL.NS","192874583","6.26","India"
"258","CSI Compressco","CCLP","173552000","1.23","United States"
"259","KLX Energy Services","KLXE","169671584","14.17","United States"
"260","Nine Energy Service","NINE","169120000","5.07","United States"
"261","Exterran","EXTN","152575824","4.58","United States"
"262","Forum Energy Technologies","FET","151036240","26.4","United States"
"263","Stabilis Solutions","SLNG","146604800","8.02","United States"
"264","Southern Petrochemical Industries Corp","SPIC.NS","131688846","0.65","India"
"265","Martin Midstream Partners","MMLP","124322560","3.2","United States"
"266","PEDEVCO","PED","106379976","1.24","United States"
"267","Smart Sand","SND","101004504","2.23","United States"
"268","U.S. Well Services","USWS","92613104","7.22","United States"
"269","Imperial Petroleum","IMPP","77167024","0.41","Greece"
"270","Camber Energy","CEI","77127856","0.15","United States"
"271","Gulf Island Fabrication","GIFI","74839040","4.7","United States"
"272","NCS Multistage","NCSM","70373736","29.22","United States"
"273","Indonesia Energy","INDO","60445580","6.5","Indonesia"
"274","Zion Oil &amp; Gas","ZNOG","56362992","0.12","United States"
"275","Houston American Energy","HUSA","35642740","3.59","United States"
"276","Performance Shipping","PSHG","17884514","0.29","Greece"
"277","Top Ships","TOPS","16696526","4.71","Greece"
"278","ION Geophysical","IO","10205100","0.35","United States"
"279","Wolverine Energy and Infrastructure","WEII.V","6083468","0.06","Canada"
