"Rank","Name","Symbol","marketcap","price (USD)","country"
"66","Polymetal","PM6.F","2689576209","5.68","Cyprus"
"67","Liontown Resources","LTR.AX","2620176090","1.19","Australia"
"68","Alumina Limited","AWC.AX","2512357763","0.87","Australia"
"69","Evolution Mining","EVN.AX","2459570077","1.34","Australia"
"70","Iluka Resources","ILU.AX","2302895844","5.42","Australia"
"71","CONSOL Energy","CEIX","2214447616","63.51","United States"
"72","First Majestic Silver","AG","2207225856","8.4","Canada"
"73","Warrior Met Coal","HCC","1915315584","37.08","United States"
"74","Triple Flag Precious Metals","TFPM.TO","1764917707","11.31","Canada"
"75","Harmony Gold","HMY","1763127040","2.86","South Africa"
"76","Lundin Gold","LUG.TO","1761497724","7.49","Canada"
"77","Buenaventura Mining Company","BVN","1714412288","6.75","Peru"
"78","Compass Minerals","CMP","1659322624","40.47","United States"
"79","Capstone Copper","CS.TO","1592933843","2.31","Canada"
"80","Koza Gold","KOZAL.IS","1565108358","10.26","Turkey"
"81","Uranium Energy","UEC","1540506624","4.22","United States"
"82","NovaGold Resources","NG","1540261888","4.62","Canada"
"83","Filo Mining","FIL.TO","1516390332","12.4","Canada"
"84","Sandstorm Gold","SAND","1487863168","4.99","Canada"
"85","Evraz","EVZ.F","1468284760","1.01","Russia"
"86","KIOCL","KIOCL.NS","1326818821","2.18","India"
"87","MAG Silver","MAG","1287333632","13.04","Canada"
"88","NLC India","NLCINDIA.NS","1254054151","0.9","India"
"89","Hindustan Copper","HINDCOPPER.NS","1231319972","1.27","India"
"90","Mechel PAO","MTL","1206171008","2.25","Russia"
"91","Energy Fuels","UUUU","1150319488","7.3","United States"
"92","Piedmont Lithium","PLL","1103943168","61.45","Australia"
"93","Coeur Mining","CDE","1075720576","3.83","United States"
"94","K92 Mining","KNT.TO","1070338465","4.61","Canada"
"95","Ero Copper","ERO","1059806976","11.68","Canada"
"96","Centerra Gold","CGAU","1044544256","4.74","Canada"
"97","Denison Mines","DNN","1039336192","1.27","Canada"
"98","U.S. Silica","SLCA","1035184320","13.69","United States"
"99","Jastrzebska Spólka Weglowa","JSW.WA","1022851257","8.71","Poland"
"100","Orla Mining","ORLA","960338816","3.17","Canada"
"101","China Gold International Resources","CGG.TO","917894831","2.32","Canada"
"102","Ivanhoe Electric","IE","914945920","9.85","Canada"
"103","Wesdome Gold Mines","WDO.TO","896566328","6.29","Canada"
"104","Seabridge Gold","SA","876625984","10.92","Canada"
"105","Dundee Precious Metals","DPM.TO","875137807","4.59","Canada"
"106","Fortuna Silver Mines","FSM","822644800","2.82","Canada"
"107","Compañía de Acero del Pacífico","CAP.SN","800735453","5.36","Chile"
"108","BEML","BEML.NS","795217304","19.1","India"
"109","SilverCrest Metals","SILV","753380032","5.14","Canada"
"110","ioneer","IONR","744838272","14.2","Australia"
"111","Osisko Mining","OSK.TO","732951203","2.11","Canada"
"112","Nexa Resources","NEXA","686033984","5.18","Luxembourg"
"113","Standard Lithium","SLI","684314560","4.1","Canada"
"114","Endeavour Silver","EXK","652323712","3.44","Canada"
"115","New Found Gold","NFGC","585945024","3.48","Canada"
"116","Gujarat Mineral Development","GMDCLTD.NS","529766318","1.67","India"
"117","Maverix Metals","MMX","478376320","3.24","Canada"
"118","DRDGOLD","DRD","463938976","5.22","South Africa"
"119","American Battery Technology Company","ABML","441235232","0.69","United States"
"120","NACCO Industries","NC","406649632","55.44","United States"
"121","i-80 Gold","IAUX","406223616","1.69","United States"
"122","MOIL","MOIL.NS","385370093","1.89","India"
"123","New Pacific Metals","NEWP","369847392","2.36","Canada"
"124","Patriot Battery Metals","PMET.V","356572279","3.97","Canada"
"125","Arizona Metals","AMC.V","352541911","2.93","Canada"
"126","Taseko Mines","TGB","329567008","1.15","Canada"
"127","PolyMet","PLM","305427712","3.01","Canada"
"128","Nouveau Monde Graphite","NMG","267173248","4.75","Canada"
"129","TMC the metals company","TMC","258254480","0.97","Canada"
"130","Marathon Gold","MOZ.TO","250185804","0.63","Canada"
"131","Hallador Energy Company","HNRG","245720368","7.45","United States"
"132","ASA Gold and Precious Metals","ASA","239001872","12.39","United States"
"133","Gatos Silver","GATO","232983248","3.37","United States"
"134","Argonaut Gold","AR.TO","228295090","0.3","United States"
"135","Western Copper and Gold","WRN","198488576","1.31","Canada"
"136","McEwen Mining","MUX","172635376","3.64","Canada"
"137","Platinum Group Metals","PLG","157088816","1.59","Canada"
"138","Hycroft Mining","HYMC","132369776","0.66","United States"
"139","Northern Dynasty Minerals","NAK","130060744","0.25","Canada"
"140","Prakash Industries","PRAKASH.NS","113741512","0.63","India"
"141","Tanzanian Gold Corporation","TRX","108564624","0.38","Canada"
"142","Americas Gold and Silver Corp","USAS","87560072","0.48","Canada"
"143","Avino Silver &amp; Gold Mines","ASM","74118072","0.62","Canada"
"144","Vista Gold","VGZ","66150560","0.56","United States"
"145","Petropavlovsk","POG.L","55504929","1.4","United Kingdom"
"146","Golden Minerals","AUMN","46863100","0.28","United States"
"147","Brazil Minerals","BMIX","41284072","0.01","Brazil"
"148","Silver One Resources","SVE.V","38409347","0.18","Canada"
"149","Solitario Zinc","XPL","36918272","0.57","United States"
"150","Sierra Metals","SMTS","34886644","0.21","Canada"
"151","Comstock Mining","LODE","34455572","0.44","United States"
"152","U.S. Gold Corp","USAU","31137726","3.73","United States"
"153","Orosur Mining","OMI.V","23563070","0.12","Canada"
"154","Trillium Gold Mines","TGM.V","15096819","0.19","Canada"
"155","Austin Gold","AUST","12171568","0.92","United States"
"156","Great Panther Mining","GPL","8809924","0.19","Canada"
